x t u err
0.600000 0.000200 0.94917982 -0.00000123
0.620000 0.000200 0.92794178 -0.00000121
0.640000 0.000200 0.90304158 -0.00000117
0.660000 0.000200 0.87457749 -0.00000114
0.680000 0.000200 0.84266184 -0.00000110
0.700000 0.000200 0.80742058 -0.00000105
0.720000 0.000200 0.76899281 -0.00000100
0.740000 0.000200 0.72753017 -0.00000095
0.760000 0.000200 0.68319631 -0.00000089
0.780000 0.000200 0.63616618 -0.00000083
0.800000 0.000200 0.58662539 -0.00000076
0.820000 0.000200 0.53476946 -0.00000070
0.840000 0.000200 0.48080304 -0.00000063
0.860000 0.000200 0.42493911 -0.00000055
0.880000 0.000200 0.36739814 -0.00000048
0.900000 0.000200 0.30840722 -0.00000040
0.920000 0.000200 0.24819915 -0.00000032
0.940000 0.000200 0.18701156 -0.00000024
0.960000 0.000200 0.12508592 -0.00000016
0.980000 0.000200 0.06266662 -0.00000008
1.000000 0.000200 0.00000000 -0.00000000
0.000000 0.000400 0.00000000 0.00000000
0.020000 0.000400 0.06254296 -0.00000016
0.040000 0.000400 0.12483909 -0.00000032
0.060000 0.000400 0.18664254 -0.00000049
0.080000 0.000400 0.24770939 -0.00000064
0.100000 0.000400 0.30779865 -0.00000080
0.120000 0.000400 0.36667317 -0.00000095
0.140000 0.000400 0.42410059 -0.00000110
0.160000 0.000400 0.47985429 -0.00000125
0.180000 0.000400 0.53371422 -0.00000139
0.200000 0.000400 0.58546782 -0.00000152
0.220000 0.000400 0.63491085 -0.00000165
0.240000 0.000400 0.68184818 -0.00000177
0.260000 0.000400 0.72609456 -0.00000189
0.280000 0.000400 0.76747538 -0.00000200
0.300000 0.000400 0.80582732 -0.00000210
0.320000 0.000400 0.84099904 -0.00000219
0.340000 0.000400 0.87285171 -0.00000227
0.360000 0.000400 0.90125964 -0.00000234
0.380000 0.000400 0.92611070 -0.00000241
0.400000 0.000400 0.94730683 -0.00000246
0.420000 0.000400 0.96476438 -0.00000251
0.440000 0.000400 0.97841444 -0.00000254
0.460000 0.000400 0.98820314 -0.00000257
0.480000 0.000400 0.99409186 -0.00000258
0.500000 0.000400 0.99605735 -0.00000259
0.520000 0.000400 0.99409186 -0.00000258
0.540000 0.000400 0.98820314 -0.00000257
0.560000 0.000400 0.97841444 -0.00000254
0.580000 0.000400 0.96476438 -0.00000251
0.600000 0.000400 0.94730683 -0.00000246
0.620000 0.000400 0.92611070 -0.00000241
0.640000 0.000400 0.90125964 -0.00000234
0.660000 0.000400 0.87285171 -0.00000227
0.680000 0.000400 0.84099904 -0.00000219
0.700000 0.000400 0.80582732 -0.00000210
0.720000 0.000400 0.76747538 -0.00000200
0.740000 0.000400 0.72609456 -0.00000189
0.760000 0.000400 0.68184818 -0.00000177
0.780000 0.000400 0.63491085 -0.00000165
0.800000 0.000400 0.58546782 -0.00000152
0.820000 0.000400 0.53371422 -0.00000139
0.840000 0.000400 0.47985429 -0.00000125
0.860000 0.000400 0.42410059 -0.00000110
0.880000 0.000400 0.36667317 -0.00000095
0.900000 0.000400 0.30779865 -0.00000080
0.920000 0.000400 0.24770939 -0.00000064
0.940000 0.000400 0.18664254 -0.00000049
0.960000 0.000400 0.12483909 -0.00000032
0.980000 0.000400 0.06254296 -0.00000016
1.000000 0.000400 0.00000000 -0.00000000
0.000000 0.000600 0.00000000 0.00000000
0.020000 0.000600 0.06241954 -0.00000024
0.040000 0.000600 0.12459275 -0.00000049
0.060000 0.000600 0.18627424 -0.00000073
0.080000 0.000600 0.24722059 -0.00000096
0.100000 0.000600 0.30719128 -0.00000120
0.120000 0.000600 0.36594962 -0.00000143
0.140000 0.000600 0.42326373 -0.00000165
0.160000 0.000600 0.47890741 -0.00000187
0.180000 0.000600 0.53266105 -0.00000208
0.200000 0.000600 0.58431253 -0.00000228
0.220000 0.000600 0.63365800 -0.00000247
0.240000 0.000600 0.68050271 -0.00000265
0.260000 0.000600 0.72466178 -0.00000283
0.280000 0.000600 0.76596094 -0.00000299
0.300000 0.000600 0.80423721 -0.00000314
0.320000 0.000600 0.83933952 -0.00000327
0.340000 0.000600 0.87112934 -0.00000340
0.360000 0.000600 0.89948121 -0.00000351
0.380000 0.000600 0.92428324 -0.00000361
0.400000 0.000600 0.94543754 -0.00000369
0.420000 0.000600 0.96286064 -0.00000376
0.440000 0.000600 0.97648376 -0.00000381
0.460000 0.000600 0.98625315 -0.00000385
0.480000 0.000600 0.99213025 -0.00000387
0.500000 0.000600 0.99409186 -0.00000388
0.520000 0.000600 0.99213025 -0.00000387
0.540000 0.000600 0.98625315 -0.00000385
0.560000 0.000600 0.97648376 -0.00000381
0.580000 0.000600 0.96286064 -0.00000376
0.600000 0.000600 0.94543754 -0.00000369
0.620000 0.000600 0.92428324 -0.00000361
0.640000 0.000600 0.89948121 -0.00000351
0.660000 0.000600 0.87112934 -0.00000340
0.680000 0.000600 0.83933952 -0.00000327
0.700000 0.000600 0.80423721 -0.00000314
0.720000 0.000600 0.76596094 -0.00000299
0.740000 0.000600 0.72466178 -0.00000283
0.760000 0.000600 0.68050271 -0.00000265
0.780000 0.000600 0.63365800 -0.00000247
0.800000 0.000600 0.58431253 -0.00000228
0.820000 0.000600 0.53266105 -0.00000208
0.840000 0.000600 0.47890741 -0.00000187
0.860000 0.000600 0.42326373 -0.00000165
0.880000 0.000600 0.36594962 -0.00000143
0.900000 0.000600 0.30719128 -0.00000120
0.920000 0.000600 0.24722059 -0.00000096
0.940000 0.000600 0.18627424 -0.00000073
0.960000 0.000600 0.12459275 -0.00000049
0.980000 0.000600 0.06241954 -0.00000024
1.000000 0.000600 0.00000000 -0.00000000
0.000000 0.000800 0.00000000 0.00000000
0.020000 0.000800 0.06229637 -0.00000032
0.040000 0.000800 0.12434689 -0.00000065
0.060000 0.000800 0.18590667 -0.00000097
0.080000 0.000800 0.24673276 -0.00000128
0.100000 0.000800 0.30658511 -0.00000159
0.120000 0.000800 0.36522750 -0.00000190
0.140000 0.000800 0.42242851 -0.00000220
0.160000 0.000800 0.47796239 -0.00000249
0.180000 0.000800 0.53160997 -0.00000276
0.200000 0.000800 0.58315953 -0.00000303
0.220000 0.000800 0.63240762 -0.00000329
0.240000 0.000800 0.67915989 -0.00000353
0.260000 0.000800 0.72323182 -0.00000376
0.280000 0.000800 0.76444949 -0.00000398
0.300000 0.000800 0.80265023 -0.00000417
0.320000 0.000800 0.83768327 -0.00000436
0.340000 0.000800 0.86941036 -0.00000452
0.360000 0.000800 0.89770629 -0.00000467
0.380000 0.000800 0.92245937 -0.00000480
0.400000 0.000800 0.94357194 -0.00000491
0.420000 0.000800 0.96096065 -0.00000500
0.440000 0.000800 0.97455689 -0.00000507
0.460000 0.000800 0.98430700 -0.00000512
0.480000 0.000800 0.99017250 -0.00000515
0.500000 0.000800 0.99213025 -0.00000516
0.520000 0.000800 0.99017250 -0.00000515
0.540000 0.000800 0.98430700 -0.00000512
0.560000 0.000800 0.97455689 -0.00000507
0.580000 0.000800 0.96096065 -0.00000500
0.600000 0.000800 0.94357194 -0.00000491
0.620000 0.000800 0.92245937 -0.00000480
0.640000 0.000800 0.89770629 -0.00000467
0.660000 0.000800 0.86941036 -0.00000452
0.680000 0.000800 0.83768327 -0.00000436
0.700000 0.000800 0.80265023 -0.00000417
0.720000 0.000800 0.76444949 -0.00000398
0.740000 0.000800 0.72323182 -0.00000376
0.760000 0.000800 0.67915989 -0.00000353
0.780000 0.000800 0.63240762 -0.00000329
0.800000 0.000800 0.58315953 -0.00000303
0.820000 0.000800 0.53160997 -0.00000276
0.840000 0.000800 0.47796239 -0.00000249
0.860000 0.000800 0.42242851 -0.00000220
0.880000 0.000800 0.36522750 -0.00000190
0.900000 0.000800 0.30658511 -0.00000159
0.920000 0.000800 0.24673276 -0.00000128
0.940000 0.000800 0.18590667 -0.00000097
0.960000 0.000800 0.12434689 -0.00000065
0.980000 0.000800 0.06229637 -0.00000032
1.000000 0.000800 0.00000000 -0.00000000
0.000000 0.001000 0.00000000 0.00000000
0.020000 0.001000 0.06217345 -0.00000040
0.040000 0.001000 0.12410152 -0.00000081
0.060000 0.001000 0.18553983 -0.00000121
0.080000 0.001000 0.24624589 -0.00000160
0.100000 0.001000 0.30598013 -0.00000199
0.120000 0.001000 0.36450681 -0.00000237
0.140000 0.001000 0.42159495 -0.00000274
0.160000 0.001000 0.47701924 -0.00000310
0.180000 0.001000 0.53056096 -0.00000345
0.200000 0.001000 0.58200879 -0.00000378
0.220000 0.001000 0.63115971 -0.00000410
0.240000 0.001000 0.67781972 -0.00000441
0.260000 0.001000 0.72180469 -0.00000469
0.280000 0.001000 0.76294103 -0.00000496
0.300000 0.001000 0.80106638 -0.00000521
0.320000 0.001000 0.83603030 -0.00000543
0.340000 0.001000 0.86769478 -0.00000564
0.360000 0.001000 0.89593487 -0.00000582
0.380000 0.001000 0.92063911 -0.00000598
0.400000 0.001000 0.94171001 -0.00000612
0.420000 0.001000 0.95906441 -0.00000623
0.440000 0.001000 0.97263383 -0.00000632
0.460000 0.001000 0.98236470 -0.00000639
0.480000 0.001000 0.98821862 -0.00000642
0.500000 0.001000 0.99017250 -0.00000644
0.520000 0.001000 0.98821862 -0.00000642
0.540000 0.001000 0.98236470 -0.00000639
0.560000 0.001000 0.97263383 -0.00000632
0.580000 0.001000 0.95906441 -0.00000623
0.600000 0.001000 0.94171001 -0.00000612
0.620000 0.001000 0.92063911 -0.00000598
0.640000 0.001000 0.89593487 -0.00000582
0.660000 0.001000 0.86769478 -0.00000564
0.680000 0.001000 0.83603030 -0.00000543
0.700000 0.001000 0.80106638 -0.00000521
0.720000 0.001000 0.76294103 -0.00000496
0.740000 0.001000 0.72180469 -0.00000469
0.760000 0.001000 0.67781972 -0.00000441
0.780000 0.001000 0.63115971 -0.00000410
0.800000 0.001000 0.58200879 -0.00000378
0.820000 0.001000 0.53056096 -0.00000345
0.840000 0.001000 0.47701924 -0.00000310
0.860000 0.001000 0.42159495 -0.00000274
0.880000 0.001000 0.36450681 -0.00000237
0.900000 0.001000 0.30598013 -0.00000199
0.920000 0.001000 0.24624589 -0.00000160
0.940000 0.001000 0.18553983 -0.00000121
0.960000 0.001000 0.12410152 -0.00000081
0.980000 0.001000 0.06217345 -0.00000040
1.000000 0.001000 0.00000000 -0.00000000
0.000000 0.001200 0.00000000 0.00000000
0.020000 0.001200 0.06205076 -0.00000048
0.040000 0.001200 0.12385664 -0.00000097
0.060000 0.001200 0.18517370 -0.00000144
0.080000 0.001200 0.24575998 -0.00000192
0.100000 0.001200 0.30537635 -0.00000238
0.120000 0.001200 0.36378754 -0.00000284
0.140000 0.001200 0.42076303 -0.00000328
0.160000 0.001200 0.47607795 -0.00000371
0.180000 0.001200 0.52951402 -0.00000413
0.200000 0.001200 0.58086033 -0.00000453
0.220000 0.001200 0.62991426 -0.00000491
0.240000 0.001200 0.67648220 -0.00000528
0.260000 0.001200 0.72038037 -0.00000562
0.280000 0.001200 0.76143554 -0.00000594
0.300000 0.001200 0.79948566 -0.00000624
0.320000 0.001200 0.83438058 -0.00000651
0.340000 0.001200 0.86598258 -0.00000676
0.360000 0.001200 0.89416694 -0.00000698
0.380000 0.001200 0.91882244 -0.00000717
0.400000 0.001200 0.93985176 -0.00000733
0.420000 0.001200 0.95717192 -0.00000747
0.440000 0.001200 0.97071456 -0.00000757
0.460000 0.001200 0.98042623 -0.00000765
0.480000 0.001200 0.98626860 -0.00000769
0.500000 0.001200 0.98821862 -0.00000771
0.520000 0.001200 0.98626860 -0.00000769
0.540000 0.001200 0.98042623 -0.00000765
0.560000 0.001200 0.97071456 -0.00000757
0.580000 0.001200 0.95717192 -0.00000747
0.600000 0.001200 0.93985176 -0.00000733
0.620000 0.001200 0.91882244 -0.00000717
0.640000 0.001200 0.89416694 -0.00000698
0.660000 0.001200 0.86598258 -0.00000676
0.680000 0.001200 0.83438058 -0.00000651
0.700000 0.001200 0.79948566 -0.00000624
0.720000 0.001200 0.76143554 -0.00000594
0.740000 0.001200 0.72038037 -0.00000562
0.760000 0.001200 0.67648220 -0.00000528
0.780000 0.001200 0.62991426 -0.00000491
0.800000 0.001200 0.58086033 -0.00000453
0.820000 0.001200 0.52951402 -0.00000413
0.840000 0.001200 0.47607795 -0.00000371
0.860000 0.001200 0.42076303 -0.00000328
0.880000 0.001200 0.36378754 -0.00000284
0.900000 0.001200 0.30537635 -0.00000238
0.920000 0.001200 0.24575998 -0.00000192
0.940000 0.001200 0.18517370 -0.00000144
0.960000 0.001200 0.12385664 -0.00000097
0.980000 0.001200 0.06205076 -0.00000048
1.000000 0.001200 0.00000000 -0.00000000
0.000000 0.001400 0.00000000 0.00000000
0.020000 0.001400 0.06192832 -0.00000056
0.040000 0.001400 0.12361223 -0.00000113
0.060000 0.001400 0.18480831 -0.00000168
0.080000 0.001400 0.24527503 -0.00000223
0.100000 0.001400 0.30477376 -0.00000277
0.120000 0.001400 0.36306969 -0.00000330
0.140000 0.001400 0.41993275 -0.00000382
0.160000 0.001400 0.47513852 -0.00000432
0.180000 0.001400 0.52846914 -0.00000481
0.200000 0.001400 0.57971414 -0.00000528
0.220000 0.001400 0.62867127 -0.00000572
0.240000 0.001400 0.67514732 -0.00000614
0.260000 0.001400 0.71895887 -0.00000654
0.280000 0.001400 0.75993302 -0.00000692
0.300000 0.001400 0.79790806 -0.00000726
0.320000 0.001400 0.83273412 -0.00000758
0.340000 0.001400 0.86427376 -0.00000787
0.360000 0.001400 0.89240251 -0.00000812
0.380000 0.001400 0.91700935 -0.00000835
0.400000 0.001400 0.93799718 -0.00000854
0.420000 0.001400 0.95528316 -0.00000869
0.440000 0.001400 0.96879907 -0.00000882
0.460000 0.001400 0.97849158 -0.00000891
0.480000 0.001400 0.98432242 -0.00000896
0.500000 0.001400 0.98626860 -0.00000898
0.520000 0.001400 0.98432242 -0.00000896
0.540000 0.001400 0.97849158 -0.00000891
0.560000 0.001400 0.96879907 -0.00000882
0.580000 0.001400 0.95528316 -0.00000869
0.600000 0.001400 0.93799718 -0.00000854
0.620000 0.001400 0.91700935 -0.00000835
0.640000 0.001400 0.89240251 -0.00000812
0.660000 0.001400 0.86427376 -0.00000787
0.680000 0.001400 0.83273412 -0.00000758
0.700000 0.001400 0.79790806 -0.00000726
0.720000 0.001400 0.75993302 -0.00000692
0.740000 0.001400 0.71895887 -0.00000654
0.760000 0.001400 0.67514732 -0.00000614
0.780000 0.001400 0.62867127 -0.00000572
0.800000 0.001400 0.57971414 -0.00000528
0.820000 0.001400 0.52846914 -0.00000481
0.840000 0.001400 0.47513852 -0.00000432
0.860000 0.001400 0.41993275 -0.00000382
0.880000 0.001400 0.36306969 -0.00000330
0.900000 0.001400 0.30477376 -0.00000277
0.920000 0.001400 0.24527503 -0.00000223
0.940000 0.001400 0.18480831 -0.00000168
0.960000 0.001400 0.12361223 -0.00000113
0.980000 0.001400 0.06192832 -0.00000056
1.000000 0.001400 0.00000000 -0.00000000
0.000000 0.001600 0.00000000 0.00000000
0.020000 0.001600 0.06180612 -0.00000064
0.040000 0.001600 0.12336831 -0.00000128
0.060000 0.001600 0.18444363 -0.00000192
0.080000 0.001600 0.24479103 -0.00000255
0.100000 0.001600 0.30417236 -0.00000316
0.120000 0.001600 0.36235325 -0.00000377
0.140000 0.001600 0.41910410 -0.00000436
0.160000 0.001600 0.47420094 -0.00000493
0.180000 0.001600 0.52742633 -0.00000549
0.200000 0.001600 0.57857020 -0.00000602
0.220000 0.001600 0.62743073 -0.00000653
0.240000 0.001600 0.67381507 -0.00000701
0.260000 0.001600 0.71754017 -0.00000746
0.280000 0.001600 0.75843346 -0.00000789
0.300000 0.001600 0.79633357 -0.00000828
0.320000 0.001600 0.83109091 -0.00000864
0.340000 0.001600 0.86256832 -0.00000897
0.360000 0.001600 0.89064156 -0.00000926
0.380000 0.001600 0.91519984 -0.00000952
0.400000 0.001600 0.93614626 -0.00000974
0.420000 0.001600 0.95339813 -0.00000992
0.440000 0.001600 0.96688737 -0.00001006
0.460000 0.001600 0.97656075 -0.00001016
0.480000 0.001600 0.98238009 -0.00001022
0.500000 0.001600 0.98432242 -0.00001024
0.520000 0.001600 0.98238009 -0.00001022
0.540000 0.001600 0.97656075 -0.00001016
0.560000 0.001600 0.96688737 -0.00001006
0.580000 0.001600 0.95339813 -0.00000992
0.600000 0.001600 0.93614626 -0.00000974
0.620000 0.001600 0.91519984 -0.00000952
0.640000 0.001600 0.89064156 -0.00000926
0.660000 0.001600 0.86256832 -0.00000897
0.680000 0.001600 0.83109091 -0.00000864
0.700000 0.001600 0.79633357 -0.00000828
0.720000 0.001600 0.75843346 -0.00000789
0.740000 0.001600 0.71754017 -0.00000746
0.760000 0.001600 0.67381507 -0.00000701
0.780000 0.001600 0.62743073 -0.00000653
0.800000 0.001600 0.57857020 -0.00000602
0.820000 0.001600 0.52742633 -0.00000549
0.840000 0.001600 0.47420094 -0.00000493
0.860000 0.001600 0.41910410 -0.00000436
0.880000 0.001600 0.36235325 -0.00000377
0.900000 0.001600 0.30417236 -0.00000316
0.920000 0.001600 0.24479103 -0.00000255
0.940000 0.001600 0.18444363 -0.00000192
0.960000 0.001600 0.12336831 -0.00000128
0.980000 0.001600 0.06180612 -0.00000064
1.000000 0.001600 0.00000000 -0.00000000
0.000000 0.001800 0.00000000 0.00000000
0.020000 0.001800 0.06168416 -0.00000072
0.040000 0.001800 0.12312487 -0.00000144
0.060000 0.001800 0.18407967 -0.00000215
0.080000 0.001800 0.24430799 -0.00000286
0.100000 0.001800 0.30357214 -0.00000355
0.120000 0.001800 0.36163823 -0.00000423
0.140000 0.001800 0.41827710 -0.00000489
0.160000 0.001800 0.47326522 -0.00000554
0.180000 0.001800 0.52638557 -0.00000616
0.200000 0.001800 0.57742853 -0.00000676
0.220000 0.001800 0.62619264 -0.00000733
0.240000 0.001800 0.67248545 -0.00000787
0.260000 0.001800 0.71612427 -0.00000838
0.280000 0.001800 0.75693687 -0.00000886
0.300000 0.001800 0.79476219 -0.00000930
0.320000 0.001800 0.82945094 -0.00000971
0.340000 0.001800 0.86086623 -0.00001007
0.360000 0.001800 0.88888408 -0.00001040
0.380000 0.001800 0.91339391 -0.00001069
0.400000 0.001800 0.93429899 -0.00001093
0.420000 0.001800 0.95151681 -0.00001113
0.440000 0.001800 0.96497944 -0.00001129
0.460000 0.001800 0.97463373 -0.00001140
0.480000 0.001800 0.98044159 -0.00001147
0.500000 0.001800 0.98238009 -0.00001150
0.520000 0.001800 0.98044159 -0.00001147
0.540000 0.001800 0.97463373 -0.00001140
0.560000 0.001800 0.96497944 -0.00001129
0.580000 0.001800 0.95151681 -0.00001113
0.600000 0.001800 0.93429899 -0.00001093
0.620000 0.001800 0.91339391 -0.00001069
0.640000 0.001800 0.88888408 -0.00001040
0.660000 0.001800 0.86086623 -0.00001007
0.680000 0.001800 0.82945094 -0.00000971
0.700000 0.001800 0.79476219 -0.00000930
0.720000 0.001800 0.75693687 -0.00000886
0.740000 0.001800 0.71612427 -0.00000838
0.760000 0.001800 0.67248545 -0.00000787
0.780000 0.001800 0.62619264 -0.00000733
0.800000 0.001800 0.57742853 -0.00000676
0.820000 0.001800 0.52638557 -0.00000616
0.840000 0.001800 0.47326522 -0.00000554
0.860000 0.001800 0.41827710 -0.00000489
0.880000 0.001800 0.36163823 -0.00000423
0.900000 0.001800 0.30357214 -0.00000355
0.920000 0.001800 0.24430799 -0.00000286
0.940000 0.001800 0.18407967 -0.00000215
0.960000 0.001800 0.12312487 -0.00000144
0.980000 0.001800 0.06168416 -0.00000072
1.000000 0.001800 0.00000000 -0.00000000
0.000000 0.002000 0.00000000 0.00000000
0.020000 0.002000 0.06156244 -0.00000080
0.040000 0.002000 0.12288191 -0.00000160
0.060000 0.002000 0.18371643 -0.00000239
0.080000 0.002000 0.24382591 -0.00000317
0.100000 0.002000 0.30297311 -0.00000394
0.120000 0.002000 0.36092462 -0.00000469
0.140000 0.002000 0.41745172 -0.00000543
0.160000 0.002000 0.47233134 -0.00000614
0.180000 0.002000 0.52534687 -0.00000683
0.200000 0.002000 0.57628911 -0.00000749
0.220000 0.002000 0.62495699 -0.00000813
0.240000 0.002000 0.67115845 -0.00000873
0.260000 0.002000 0.71471116 -0.00000929
0.280000 0.002000 0.75544323 -0.00000982
0.300000 0.002000 0.79319391 -0.00001031
0.320000 0.002000 0.82781421 -0.00001076
0.340000 0.002000 0.85916751 -0.00001117
0.360000 0.002000 0.88713007 -0.00001153
0.380000 0.002000 0.91159153 -0.00001185
0.400000 0.002000 0.93245536 -0.00001212
0.420000 0.002000 0.94963921 -0.00001235
0.440000 0.002000 0.96307527 -0.00001252
0.460000 0.002000 0.97271051 -0.00001265
0.480000 0.002000 0.97850691 -0.00001272
0.500000 0.002000 0.98044159 -0.00001275
0.520000 0.002000 0.97850691 -0.00001272
0.540000 0.002000 0.97271051 -0.00001265
0.560000 0.002000 0.96307527 -0.00001252
0.580000 0.002000 0.94963921 -0.00001235
0.600000 0.002000 0.93245536 -0.00001212
0.620000 0.002000 0.91159153 -0.00001185
0.640000 0.002000 0.88713007 -0.00001153
0.660000 0.002000 0.85916751 -0.00001117
0.680000 0.002000 0.82781421 -0.00001076
0.700000 0.002000 0.79319391 -0.00001031
0.720000 0.002000 0.75544323 -0.00000982
0.740000 0.002000 0.71471116 -0.00000929
0.760000 0.002000 0.67115845 -0.00000873
0.780000 0.002000 0.62495699 -0.00000813
0.800000 0.002000 0.57628911 -0.00000749
0.820000 0.002000 0.52534687 -0.00000683
0.840000 0.002000 0.47233134 -0.00000614
0.860000 0.002000 0.41745172 -0.00000543
0.880000 0.002000 0.36092462 -0.00000469
0.900000 0.002000 0.30297311 -0.00000394
0.920000 0.002000 0.24382591 -0.00000317
0.940000 0.002000 0.18371643 -0.00000239
0.960000 0.002000 0.12288191 -0.00000160
0.980000 0.002000 0.06156244 -0.00000080
1.000000 0.002000 0.00000000 -0.00000000
0.000000 0.002200 0.00000000 0.00000000
0.020000 0.002200 0.06144096 -0.00000088
0.040000 0.002200 0.12263943 -0.00000175
0.060000 0.002200 0.18335391 -0.00000262
0.080000 0.002200 0.24334477 -0.00000348
0.100000 0.002200 0.30237526 -0.00000432
0.120000 0.002200 0.36021242 -0.00000515
0.140000 0.002200 0.41662798 -0.00000596
0.160000 0.002200 0.47139930 -0.00000674
0.180000 0.002200 0.52431022 -0.00000750
0.200000 0.002200 0.57515193 -0.00000823
0.220000 0.002200 0.62372378 -0.00000892
0.240000 0.002200 0.66983407 -0.00000958
0.260000 0.002200 0.71330084 -0.00001020
0.280000 0.002200 0.75395253 -0.00001078
0.300000 0.002200 0.79162872 -0.00001132
0.320000 0.002200 0.82618071 -0.00001182
0.340000 0.002200 0.85747214 -0.00001226
0.360000 0.002200 0.88537952 -0.00001266
0.380000 0.002200 0.90979272 -0.00001301
0.400000 0.002200 0.93061537 -0.00001331
0.420000 0.002200 0.94776532 -0.00001355
0.440000 0.002200 0.96117486 -0.00001375
0.460000 0.002200 0.97079109 -0.00001388
0.480000 0.002200 0.97657605 -0.00001397
0.500000 0.002200 0.97850691 -0.00001399
0.520000 0.002200 0.97657605 -0.00001397
0.540000 0.002200 0.97079109 -0.00001388
0.560000 0.002200 0.96117486 -0.00001375
0.580000 0.002200 0.94776532 -0.00001355
0.600000 0.002200 0.93061537 -0.00001331
0.620000 0.002200 0.90979272 -0.00001301
0.640000 0.002200 0.88537952 -0.00001266
0.660000 0.002200 0.85747214 -0.00001226
0.680000 0.002200 0.82618071 -0.00001182
0.700000 0.002200 0.79162872 -0.00001132
0.720000 0.002200 0.75395253 -0.00001078
0.740000 0.002200 0.71330084 -0.00001020
0.760000 0.002200 0.66983407 -0.00000958
0.780000 0.002200 0.62372378 -0.00000892
0.800000 0.002200 0.57515193 -0.00000823
0.820000 0.002200 0.52431022 -0.00000750
0.840000 0.002200 0.47139930 -0.00000674
0.860000 0.002200 0.41662798 -0.00000596
0.880000 0.002200 0.36021242 -0.00000515
0.900000 0.002200 0.30237526 -0.00000432
0.920000 0.002200 0.24334477 -0.00000348
0.940000 0.002200 0.18335391 -0.00000262
0.960000 0.002200 0.12263943 -0.00000175
